1,0
2,30
3,80
4,180
5,330
6,530
7,780
8,"1,080"
9,"1,430"
10,"1,830"
11,"2,280"
12,"2,780"
13,"3,330"
14,"3,930"
15,"4,580"
16,"5,280"
17,"6,030"
18,"6,830"
19,"7,680"
20,"8,580"
21,"9,530"
22,"10,530"
23,"11,580"
24,"12,680"
25,"13,830"
26,"15,030"
27,"16,280"
28,"17,580"
29,"18,930"
30,"20,330"
31,"21,780"
32,"23,280"
33,"24,830"
34,"26,430"
35,"28,080"
36,"29,780"
37,"31,530"
38,"33,330"
39,"35,180"
40,"37,080"
41,"39,030"
42,"41,030"
43,"43,080"
44,"45,180"
45,"47,330"
46,"49,530"
47,"51,780"
48,"54,080"
49,"56,430"
50,"58,830"
51,"61,280"
52,"63,780"
53,"66,330"
54,"68,930"
55,"71,580"
56,"74,280"
57,"77,030"
58,"79,830"
59,"82,680"
60,"85,580"
61,"88,530"
62,"91,530"
63,"94,580"
64,"97,680"
65,"100,830"
66,"104,030"
67,"107,280"
68,"110,580"
69,"113,930"
70,"117,330"
71,"120,780"
72,"124,280"
73,"127,830"
74,"131,430"
75,"135,080"
76,"138,780"
77,"142,530"
78,"146,330"
79,"150,180"
80,"154,080"
81,"158,030"
82,"162,030"
83,"166,080"
84,"170,180"
85,"174,330"
86,"178,530"
87,"182,780"
88,"187,080"
89,"191,430"
90,"195,830"
91,"200,280"
92,"204,780"
93,"209,330"
94,"213,930"
95,"218,580"
96,"223,280"
97,"228,030"
98,"232,830"
99,"237,680"
100,"242,580"
101,"247,530"
102,"252,530"
103,"257,580"
104,"262,680"
105,"267,830"
106,"273,030"
107,"278,280"
108,"283,580"
109,"288,930"
110,"294,330"
111,"299,780"
112,"305,280"
113,"310,830"
114,"316,430"
115,"322,080"
116,"327,780"
117,"333,530"
118,"339,330"
119,"345,180"
120,"351,080"
121,"357,030"
122,"363,030"
123,"369,080"
124,"375,180"
125,"381,330"
126,"387,530"
127,"393,780"
128,"400,080"
129,"406,430"
130,"412,830"
131,"419,280"
132,"425,780"
133,"432,330"
134,"438,930"
135,"445,580"
136,"452,280"
137,"459,030"
138,"465,830"
139,"472,680"
140,"479,580"
141,"486,530"
142,"493,530"
143,"500,580"
144,"507,680"
145,"514,830"
146,"522,030"
147,"529,280"
148,"536,580"
149,"543,930"
150,"551,330"
151,"558,780"
152,"566,280"
153,"573,830"
154,"581,430"
155,"589,080"
156,"596,780"
157,"604,530"
158,"612,330"
159,"620,180"
160,"628,080"
161,"636,030"
162,"644,030"
163,"652,080"
164,"660,180"
165,"668,130"
166,"676,530"
167,"684,780"
168,"693,080"
169,"701,430"
170,"709,830"
171,"718,280"
172,"726,780"
173,"736,330"
174,"743,930"
175,"752,580"
176,"761,280"
177,"770,030"
178,"778,830"
179,"787,680"
180,"796,580"
181,"805,530"
182,"814,530"
183,"823,580"
184,"832,680"
185,"841,830"
186,"851,030"
187,"860,280"
188,"869,580"
189,"878,930"
190,"888,330"
191,"897,780"
192,"907,280"
193,"916,830"
194,"926,430"
195,"936,080"
196,"945,780"
197,"955,530"
198,"965,330"
199,"975,180"
200,"985,080"
201,"995,030"
202,"1,005,030"
203,"1,015,530"
204,"1,026,530"
205,"1,038,030"
206,"1,050,030"
207,"1,062,530"
208,"1,075,530"
209,"1,089,030"
210,"1,103,030"
211,"1,117,530"
212,"1,132,530"
213,"1,148,030"
214,"1,164,030"
215,"1,180,530"
216,"1,197,530"
217,"1,215,030"
218,"1,233,030"
219,"1,251,530"
220,"1,270,530"
221,"1,290,030"
222,"1,310,030"
223,"1,330,530"
224,"1,351,530"
225,"1,373,030"
226,"1,395,030"
227,"1,417,530"
228,"1,440,530"
229,"1,464,030"
230,"1,488,030"
231,"1,512,530"
232,"1,537,530"
233,"1,563,030"
234,"1,589,030"
235,"1,615,530"
236,"1,642,530"
237,"1,670,030"
238,"1,698,030"
239,"1,726,530"
240,"1,755,530"
241,"1,785,030"
242,"1,815,030"
243,"1,845,530"
244,"1,876,530"
245,"1,908,030"
246,"1,940,030"
247,"1,972,530"
248,"2,005,530"
249,"2,039,030"
250,"2,073,030"
251,"2,107,530"
252,"2,142,530"
253,"2,178,030"
254,"2,214,030"
255,"2,250,530"
256,"2,287,530"
257,"2,325,030"
258,"2,363,030"
259,"2,401,530"
260,"2,440,530"
261,"2,480,030"
262,"2,520,030"
263,"2,560,530"
264,"2,601,530"
265,"2,643,030"
266,"2,685,030"
267,"2,727,530"
268,"2,770,530"
269,"2,814,030"
270,"2,858,030"
271,"2,902,530"
272,"2,947,530"
273,"2,993,030"
274,"3,039,030"
275,"3,085,530"
276,"3,132,530"
277,"3,180,030"
278,"3,228,030"
279,"3,276,530"
280,"3,325,530"
281,"3,375,030"
282,"3,425,030"
283,"3,475,530"
284,"3,526,530"
