Pirate Flag,https://media.ffycdn.net/eu/supercell/ihRZRRMBWVmNjpyFb1qR.png
Anniversary Fountain,https://media.ffycdn.net/eu/supercell/CqNzfaQZFWWM2WPpZsa2.png
A Piece of Birthday Cake,https://media.ffycdn.net/eu/supercell/Dwv2eeQ9FZym12Y2teKq.png
Storied Statue,https://media.ffycdn.net/eu/supercell/ZdEhZQBUax9TjX6CRv3E.png
Logmas Tree,https://media.ffycdn.net/eu/supercell/RJA8XzvpPyWqot7R2z88.png
Flowing Fountain,https://media.ffycdn.net/eu/supercell/TkR2dFRSXUrZ3gM3S7VB.png
Fiery Figure,https://media.ffycdn.net/eu/supercell/yyHs7hdgSA5zpEjHSfNX.png
Wizard Statue,https://media.ffycdn.net/eu/supercell/BihSv7qStpFCnYZ4uU4u.png
Goblin King Tribute,https://media.ffycdn.net/eu/supercell/cPzFMtRmH9VX3bxXW9mg.png
Eternal Flame,https://media.ffycdn.net/eu/supercell/SZFDr1N8kznrZXPoUGUC.png
Clashmas Sleigh,https://media.ffycdn.net/eu/supercell/T9Gknw8pVu7UysFuXg4V.png
Decorated Dragon Statue,https://media.ffycdn.net/eu/supercell/N843aYWPe4bViqoKXs9r.png
Books of Clash,https://media.ffycdn.net/eu/supercell/U8XxHQzzZVU8AR4bfmB1.png
Goblin Dragon Statue,https://media.ffycdn.net/eu/supercell/4gPzFbv6v9miYTuvAPAd.png
Sour Elixir Cauldron,https://media.ffycdn.net/eu/supercell/wv5gx8GhJJTy96zNw7ko.png
World Finals 23 Statue,https://media.ffycdn.net/eu/supercell/CHpjd5Xye3g93ib3ekk7.png
Cozy Clam,https://media.ffycdn.net/eu/supercell/k2omevDsgTvmTakwTnQo.png
Hog Pen,https://media.ffycdn.net/eu/supercell/KvduiWhmpYp3FCAoTypV.png
Duck Bath,https://media.ffycdn.net/eu/supercell/u6TFLthWfU9vnYKWFRkY.png
Gingerbread Bakery,https://static.wikia.nocookie.net/clashofclans/images/f/f1/Gingerbread_Bakery.png
Jingle Bell,https://media.ffycdn.net/eu/supercell/YZCMc7Z3kLCFEFQxemWQ.png
Dragon Pinata,https://media.ffycdn.net/eu/supercell/dgoXaxxeHozxNrrjvroh.png
Goblin Explorer,https://media.ffycdn.net/eu/supercell/fp4PPbRvoCBqcUeXB5Vy.png
Baby Ptah,https://static.wikia.nocookie.net/clashofclans/images/b/ba/Baby_Ptah.png
Crown Sword,https://static.wikia.nocookie.net/clashofclans/images/0/05/Crown_Sword.png
Surprising Squad,https://static.wikia.nocookie.net/clashofclans/images/d/d9/Surprising_Squad.png
Celebration Cup,https://static.wikia.nocookie.net/clashofclans/images/8/81/Celebration_Cup.png
Mighty Statue,https://media.ffycdn.net/eu/supercell/unC7VN5CCpZokRCaSX98.png
Mighty Hero Statue,https://media.ffycdn.net/eu/supercell/ZmAgEmHTXzMDUkAGbGWw.png
Archer Queen Statue,https://media.ffycdn.net/eu/supercell/J8BCp9SGr7aUrbrvmEUk.png
Ancient Barbarian Statue,https://media.ffycdn.net/eu/supercell/BDtYmf5dYb1QpL2Qfykp.png
Haaland Statue,https://media.ffycdn.net/eu/supercell/siLpqksqb3uQBZ9thpq3.png
Football Camp,https://media.ffycdn.net/eu/supercell/9CtQphgpnsB8SpdnEjPd.png
Cowboy Skeleton,https://static.wikia.nocookie.net/clashofclans/images/7/76/Cowboy_Skeleton.png
Wizard Vendor,https://media.ffycdn.net/eu/supercell/gAzM2JEkQe4puMWzVone.png
Hydra Headstone,https://static.wikia.nocookie.net/clashofclans/images/a/ae/Kawaii_Giant.png
Rocking Reindeer,https://media.ffycdn.net/eu/supercell/P6RKb3GWkc19v3eTsWD5.png
Gift Bag,https://static.wikia.nocookie.net/clashofclans/images/5/5a/Gift_Bag.png
Snake Shrine,https://static.wikia.nocookie.net/clashofclans/images/f/fb/Snake_Shrine.png
Rumbling Goblins,https://static.wikia.nocookie.net/clashofclans/images/a/a6/Deco_Rumbling_Goblins.png
Looter Wagon,https://static.wikia.nocookie.net/clashofclans/images/9/9c/Looter_Wagon.png
Justice Crown,https://static.wikia.nocookie.net/clashofclans/images/7/70/Justice_Crown.png
Party Bench,https://static.wikia.nocookie.net/clashofclans/images/0/03/Party_Bench.png
Boom Box,https://static.wikia.nocookie.net/clashofclans/images/7/7a/Boom_Box.png
Electro Skull,https://static.wikia.nocookie.net/clashofclans/images/6/64/Electro_Skull.png
Smoky Stove,https://static.wikia.nocookie.net/clashofclans/images/c/c0/Smoky_Stove.png
Meteor Observer,https://static.wikia.nocookie.net/clashofclans/images/2/23/Meteor_Observer.png
Handsome Scroll,https://static.wikia.nocookie.net/clashofclans/images/9/9c/Handsome_Scroll.png
